n_updates,explained_variance,fps,serial_timesteps,time_elapsed,approxkl,policy_loss,clipfrac,total_timesteps,policy_entropy,value_loss,ep_len_mean,ep_reward_mean
387,0.7811717689037323,580,792576,1414.3157365322113,0.0054354123,-0.0035416458,0.04560547,792576,7.628742,19.451756,1694.34,1225.4513030399999
388,0.8796233311295509,602,794624,1417.844472169876,0.0014619622,-0.0021795619,0.014990235,794624,7.629386,10.750738,1694.34,1220.7336052
389,0.9056565687060356,573,796672,1421.2439305782318,0.0024967408,-0.00072338106,0.029101562,796672,7.6267433,20.3817,1694.34,1217.6673667100001
390,0.8520689606666565,575,798720,1424.816200017929,0.0022405642,-0.001406668,0.025195312,798720,7.6302423,10.884948,1703.75,1223.20171429
391,0.930641308426857,545,800768,1428.3777253627777,0.0027030918,-0.0013972991,0.029833984,800768,7.6409845,19.774494,1703.75,1222.53325656
392,0.9104463011026382,608,802816,1432.1339302062988,0.0025719428,-0.0014571652,0.028955078,802816,7.640184,7.567847,1692.42,1210.3700494299999
393,0.956589512526989,552,804864,1435.5023746490479,0.0015200544,-0.0012321962,0.015576172,804864,7.6334367,10.602189,1692.42,1205.5058375899998
394,0.9214411824941635,540,806912,1439.2107639312744,0.0042914865,-0.001923951,0.05229492,806912,7.637336,19.479942,1692.42,1204.83300536
395,0.9271099641919136,539,808960,1443.0018298625946,0.0025454643,-0.00013224388,0.02607422,808960,7.6358824,19.356936,1692.42,1204.2757702499998
396,0.9227921590209007,547,811008,1446.7990629673004,0.0032086365,-0.0011694666,0.03701172,811008,7.629613,19.516087,1692.42,1204.5131919
397,0.8142794519662857,594,813056,1450.5384209156036,0.0019020165,-0.0020132982,0.021826172,813056,7.623928,20.035048,1692.42,1203.3133402699998
398,0.9507390782237053,547,815104,1453.9834969043732,0.0020930981,-0.0016467754,0.018408203,815104,7.6056657,12.840265,1692.42,1198.2895900499998
399,0.8945848196744919,578,817152,1457.7233037948608,0.002141151,-0.001299246,0.024853516,817152,7.59846,24.812004,1679.56,1184.97111908
400,0.9628411158919334,558,819200,1461.2620997428894,0.0021088494,-0.00087840203,0.019873047,819200,7.607873,9.798601,1672.1,1176.18458022
401,0.8200148195028305,595,821248,1464.929921388626,0.00380412,-0.00571878,0.04453125,821248,7.6134195,20.80282,1672.1,1174.77638225
402,0.837478443980217,594,823296,1468.3713026046753,0.0027359636,-0.002328659,0.028710937,823296,7.6196547,19.789509,1676.51,1173.1962798499999
403,0.9269586354494095,549,825344,1471.819016456604,0.0028667864,-0.0020724214,0.034179688,825344,7.6245394,18.9524,1676.51,1173.47343181
404,0.925293579697609,532,827392,1475.5470416545868,0.0024477462,6.794896e-05,0.023291016,827392,7.618791,19.664185,1676.51,1174.2088453999997
405,0.9206423386931419,555,829440,1479.391265153885,0.0031181057,-0.0022862763,0.03276367,829440,7.603453,18.921587,1676.51,1172.60265326
406,0.9318556487560272,543,831488,1483.0774402618408,0.0034137848,-0.0021537235,0.038330078,831488,7.5860124,19.241718,1676.51,1172.30225037
407,0.9258510544896126,540,833536,1486.8441064357758,0.00604384,-0.0030036136,0.078125,833536,7.572992,19.19318,1676.51,1171.86842444
408,0.9678865298628807,580,835584,1490.6314580440521,0.0021892865,-0.0041856663,0.02084961,835584,7.5604386,7.9052567,1664.08,1159.10339565
409,0.9038581699132919,563,837632,1494.1599397659302,0.004055974,-0.003000393,0.043066405,837632,7.5575233,20.327965,1671.31,1167.23092082
410,0.9230640381574631,596,839680,1497.7976648807526,0.0022692503,-0.0015672327,0.024804687,839680,7.5603776,8.784217,1667.75,1160.7717641099998
411,0.8479795753955841,599,841728,1501.2328824996948,0.0021048512,-0.0029567834,0.02446289,841728,7.562612,24.261705,1655.17,1144.97945419
412,0.8632421940565109,594,843776,1504.6523456573486,0.005083299,-0.0030870182,0.051123045,843776,7.5696707,11.360554,1655.17,1145.0602514500001
413,0.8692537695169449,592,845824,1508.1002705097198,0.004333243,-0.004239548,0.04824219,845824,7.5827513,11.937101,1665.65,1151.49546759
414,0.9068477526307106,555,847872,1511.5590062141418,0.0043653063,-0.00422856,0.05546875,847872,7.5919404,24.635382,1652.6,1136.9239595
415,0.9684107713401318,561,849920,1515.2487597465515,0.0021316109,-0.0011655479,0.019433593,849920,7.5904016,7.318139,1640.55,1124.719016
416,0.9117767959833145,547,851968,1518.8966035842896,0.004631905,-0.0040719435,0.062646486,851968,7.5904427,26.809835,1629.4,1112.8700103
417,0.9258509054780006,524,854016,1522.6399400234222,0.0025807826,-0.0011268177,0.024658203,854016,7.588402,19.248081,1629.4,1112.3350911900002
418,0.9289115518331528,531,856064,1526.5472483634949,0.0021658372,-0.0017349471,0.020458985,856064,7.574632,19.295406,1629.4,1111.94954451
419,0.9205617532134056,547,858112,1530.3984160423279,0.0029930747,-0.00019879061,0.034179688,858112,7.5602164,19.19949,1635.31,1119.2382136799997
420,0.9500683285295963,603,860160,1534.137267112732,0.0016518487,-0.0008618433,0.016796876,860160,7.5490007,7.589196,1629.96,1111.84464346
421,0.9227491989731789,538,862208,1537.5312201976776,0.0031381082,-0.00083169434,0.034179688,862208,7.548693,19.051458,1629.96,1111.4945739799998
422,0.9282520711421967,533,864256,1541.3380489349365,0.0050290055,-0.0016857141,0.05629883,864256,7.556395,19.213312,1629.96,1111.42890162
423,0.9125770404934883,547,866304,1545.1779329776764,0.006109294,-0.0056993547,0.07875977,866304,7.5656447,28.024502,1630.24,1111.8054120299998
424,0.9676129631698132,587,868352,1548.9190592765808,0.0020024814,-0.0022055844,0.023095703,868352,7.569453,5.240525,1620.56,1100.65634271
425,0.9217690080404282,540,870400,1552.4051649570465,0.0038884473,-0.0009712397,0.047851562,870400,7.56568,19.597494,1621.7,1105.2710763300001
426,0.9198424965143204,531,872448,1556.1959879398346,0.003023732,-0.0005002019,0.03261719,872448,7.5651016,19.61449,1621.7,1105.7542803600002
427,0.9272381737828255,540,874496,1560.0522546768188,0.0016169924,0.00047253544,0.013183594,874496,7.565593,25.386587,1606.79,1094.76094949
428,0.9262047782540321,537,876544,1563.8413753509521,0.0042337705,0.00030613883,0.052099608,876544,7.5732207,19.467281,1606.79,1094.89996131
429,0.9272698312997818,533,878592,1567.6531677246094,0.0021510397,0.00066335255,0.022607422,878592,7.5944586,19.079527,1606.79,1098.8360423899999
430,0.9255552664399147,536,880640,1571.4899797439575,0.004081092,-0.0010791622,0.049365234,880640,7.6030145,19.85307,1606.79,1098.47931508
431,0.9271266832947731,533,882688,1575.305192232132,0.0033977255,-0.00037665616,0.039746094,882688,7.611599,19.331818,1606.79,1098.7770570599998
432,0.9267771765589714,544,884736,1579.1464169025421,0.0024823195,-0.00095793296,0.026220703,884736,7.616973,19.652973,1606.79,1098.30617293
433,0.9614876434206963,558,886784,1582.906690120697,0.001762791,-0.0019980185,0.017041016,886784,7.6192064,9.0282,1611.45,1101.6011265400002
434,0.8809479027986526,584,888832,1586.5712175369263,0.0016888069,-0.0010209806,0.018164063,888832,7.6121626,20.885138,1624.23,1113.75794005
435,0.9291274473071098,582,890880,1590.0730044841766,0.0059133796,-0.0056111133,0.06503906,890880,7.6124315,13.416214,1624.23,1109.74739071
436,0.9245408251881599,536,892928,1593.5912799835205,0.0056583066,-0.0023511823,0.075976565,892928,7.60666,19.430433,1624.23,1108.7581722599998
437,0.8942780867218971,581,894976,1597.4077768325806,0.00272345,-0.0029425025,0.03173828,894976,7.6001024,20.949554,1624.23,1108.7880525399999
438,0.8624632656574249,583,897024,1600.9295766353607,0.0027095196,-0.002628068,0.02993164,897024,7.615133,30.185303,1626.76,1108.13913557
439,0.9325270652770996,537,899072,1604.4370033740997,0.0026152122,-0.0009968899,0.028515626,899072,7.6244583,19.427937,1626.76,1107.9285104599999
440,0.9265422895550728,543,901120,1608.248200416565,0.00090042764,-8.777352e-05,0.0076660155,901120,7.6239,19.396914,1626.76,1108.1920660499998
441,0.9299767091870308,541,903168,1612.0167989730835,0.004368963,-0.0016168427,0.053955078,903168,7.6268854,19.158772,1639.01,1120.35548503
442,0.9279546365141869,535,905216,1615.8024106025696,0.0026576356,0.0002632394,0.027001953,905216,7.6316605,19.752245,1639.01,1123.06184693
443,0.9482351243495941,568,907264,1619.6265964508057,0.002438312,-0.0019871402,0.024951171,907264,7.6212053,11.877867,1642.39,1125.45223113
444,0.8605832904577255,579,909312,1623.2307546138763,0.0024132007,-0.00300469,0.025488282,909312,7.617421,30.077112,1630.23,1112.85761149
445,0.9323931336402893,536,911360,1626.7630770206451,0.0034842435,-0.0006318586,0.040234376,911360,7.622583,19.86164,1645.28,1126.2313298499998
446,0.9656447693705559,585,913408,1630.5821559429169,0.00353922,-0.005313702,0.024560547,913408,7.6269503,7.128527,1632.82,1113.6722632899998
447,0.932759240269661,564,915456,1634.0775372982025,0.0036182352,-0.004147921,0.04345703,915456,7.617154,23.395792,1635.6,1115.28624831
448,0.9221528843045235,541,917504,1637.7074179649353,0.004653213,-0.0009236997,0.05834961,917504,7.6149507,19.928791,1650.51,1128.8437188
449,0.9283213242888451,537,919552,1641.4930119514465,0.003094818,-0.00030393605,0.034863282,919552,7.620065,19.8586,1650.51,1128.25820434
450,0.9292255789041519,542,921600,1645.30228805542,0.002145119,-0.0001309371,0.02080078,921600,7.612607,19.746786,1665.23,1141.87655023
451,0.9246520400047302,541,923648,1649.0817131996155,0.0056751086,-0.0040481035,0.076171875,923648,7.6136637,19.965322,1678.58,1154.8913448100002
452,0.9686041884124279,559,925696,1652.8643460273743,0.0035551079,0.0003183484,0.023291016,925696,7.62168,8.8132515,1673.81,1151.19390477
453,0.9244374930858612,536,927744,1656.5280122756958,0.0027418288,-0.001834567,0.029345702,927744,7.612855,19.770285,1685.95,1163.0549168500002
454,0.9065485298633575,581,929792,1660.3458089828491,0.0023188868,-0.0005761472,0.022460938,929792,7.6073127,24.29818,1689.8,1169.67535701
455,0.8704522550106049,598,931840,1663.8676011562347,0.002801065,-0.005345942,0.025976563,931840,7.608016,12.866575,1677.86,1157.03744375
456,0.9292342960834503,534,933888,1667.2929620742798,0.0016880935,-0.0006428783,0.012890625,933888,7.6048255,19.63423,1689.64,1168.84937319
457,0.9253172278404236,546,935936,1671.1274790763855,0.0025174287,-0.0018717138,0.024316406,935936,7.5926414,19.736546,1701.96,1180.6283106
458,0.9232094213366508,553,937984,1674.873071193695,0.0021165868,-0.0021448887,0.02080078,937984,7.5885534,20.60308,1701.96,1179.9334741100001
459,0.908212885260582,618,940032,1678.5723190307617,0.001256142,-0.0008466211,0.010986328,940032,7.59736,11.017592,1715.15,1189.1529547300001
460,0.9242798686027527,539,942080,1681.8821375370026,0.0012142424,-0.00067291025,0.011962891,942080,7.604655,20.108166,1723.26,1198.0593844200002
461,0.9696947243064642,551,944128,1685.678304195404,0.0019009449,-0.0024643266,0.01850586,944128,7.610797,8.521392,1711.75,1186.7423147599998
462,0.8702684789896011,599,946176,1689.3931467533112,0.002450828,-0.0036081362,0.029443359,946176,7.6160073,26.407162,1713.8,1187.4863120999999
463,0.9311226308345795,539,948224,1692.8089253902435,0.0058470764,-0.004278627,0.07890625,948224,7.607952,19.399403,1716.9,1194.1950023
464,0.7625209838151932,588,950272,1696.6030564308167,0.0012073412,-0.00042731647,0.013574218,950272,7.602227,18.252771,1696.78,1181.7631880899999
465,0.8356801420450211,599,952320,1700.0810170173645,0.0042262664,-0.0023873174,0.03046875,952320,7.6209974,22.669712,1662.39,1152.8391470799997
466,0.8540171384811401,593,954368,1703.4988679885864,0.00209495,-0.0016148407,0.018310547,954368,7.639856,13.365977,1650.46,1140.93611023
467,0.9295134171843529,538,956416,1706.9491419792175,0.0052422425,-0.0024099143,0.07011719,956416,7.6395407,19.358795,1650.46,1146.02989202
468,0.9275760129094124,545,958464,1710.755292415619,0.0028163746,-0.0010967862,0.03388672,958464,7.6318197,19.537355,1662.57,1157.4792837900002
469,0.9215727671980858,548,960512,1714.5087406635284,0.0027224482,-0.00093125703,0.02709961,960512,7.622481,19.529263,1662.57,1161.5056775300002
470,0.9275074601173401,547,962560,1718.2455277442932,0.0025873221,-0.00037388178,0.029833984,962560,7.6121063,18.14612,1662.57,1162.7883148900003
471,0.8586686700582504,598,964608,1721.984047651291,0.0012789418,-0.0039849714,0.011132812,964608,7.6194353,13.20899,1639.37,1144.1489884200003
472,0.9245195239782333,542,966656,1725.404726266861,0.005622675,-0.0031239318,0.07216797,966656,7.6257453,19.329006,1650.7,1155.2591973800002
473,0.9202134907245636,546,968704,1729.1812920570374,0.0030930983,-1.7571856e-05,0.03203125,968704,7.614048,20.235664,1650.7,1159.07525544
474,0.8360362350940704,595,970752,1732.9272675514221,0.0023136446,-0.003620375,0.030859375,970752,7.605429,23.447865,1616.28,1124.61976995
475,0.9251417443156242,538,972800,1736.36492228508,0.0017231766,-0.0001828934,0.0147949215,972800,7.5980043,19.871704,1616.28,1125.67041657
476,0.9249679446220398,524,974848,1740.1693046092987,0.007168273,-0.0041402383,0.10063477,974848,7.587268,19.24323,1616.28,1130.48464646
477,0.9288817569613457,540,976896,1744.0776255130768,0.0022875317,-0.00048080375,0.024169922,976896,7.581202,19.206932,1616.28,1130.67758633
478,0.84635129570961,593,978944,1747.8640580177307,0.002989711,-0.0008578294,0.031396486,978944,7.579305,12.188876,1629.14,1138.40500369
479,0.8577220737934113,583,980992,1751.3141407966614,0.002537184,-0.0008971086,0.027685547,980992,7.5914803,11.132365,1636.6,1142.2248452
480,0.9163777008652687,556,983040,1754.8265912532806,0.0020777811,-0.0012568191,0.023046875,983040,7.594864,19.76961,1636.6,1142.06936745
481,0.9188687726855278,540,985088,1758.507125377655,0.0026867422,-0.0012077027,0.032470703,985088,7.6152396,20.1215,1636.6,1146.40521834
482,0.9396825656294823,592,987136,1762.300190448761,0.0018599111,-0.0021782473,0.020019531,987136,7.6341453,8.126273,1627.53,1141.4582361
483,0.9426011517643929,573,989184,1765.757307767868,0.0035046574,-0.0029328852,0.037597656,989184,7.6386223,10.209442,1627.53,1138.30150551
484,0.9169726520776749,557,991232,1769.3288786411285,0.0022816854,-0.0007202792,0.025146484,991232,7.635343,20.00926,1627.53,1138.52373046
485,0.8782647326588631,611,993280,1773.003713607788,0.0019965342,-0.0020791446,0.021972656,993280,7.633973,11.400831,1627.53,1135.8779576700001
486,0.9017337635159492,558,995328,1776.3548696041107,0.0031958395,-0.0013213526,0.037158202,995328,7.638598,31.893377,1615.84,1123.68268613
487,0.9743726085871458,585,997376,1780.0200278759003,0.0027000718,-0.0048966925,0.03227539,997376,7.647732,3.7917,1621.71,1127.75874621
488,0.9257766902446747,538,999424,1783.5212478637695,0.004236125,-0.0013982522,0.050146483,999424,7.653102,18.997116,1621.71,1128.1970865
